	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
net4_cond95	0.5334963	0.3329615	0.4513241	0.323517	0.1840306	0.1325944	0.2673337	0.4075831	0.5966946	0.3734442	0.1007216	0.5506384	0.4057817	0.4955667	0.1712807	0.0325548	0.1991916	0.0037327	0.2599776	0.0899511	0.2455924	0.0872946	0.2738957	0.2995069	0.5368615	0.0551821	0.6808858	0.4992481	0.5356873	0.0932648	0.7741466	0.4715748	0.249	0.6581268	0.6531379	0.2914391	0.6357914	0.6494379	0.270685	0.477613	0.5411893	0.4927035	0.7058717	0.5883857	0.6999492	0.0678364	0.5515176	0.3609217	0.5642729	0.3316886	0.5705412	0.4880927	0.5442677	0.5008638	0.5234121	0.1204544	0.5364768	0.1085397	0.3263529	0.3196135	0.5956937	0.4703544	0.2971315	0.4061292	0.6904314	0.1852193	0.5231564	0.2326672	0.5126026	0.5855942	0.0676977	0.4567704	0.045285	0.5004338	0.0017955	0.3203506	0.2202947	0.3721718	0.2408334	0.5436731	0.4964365	0.3183078	0.2475465	0.5431552	0.1762214	0.3393947	0.6042603	0.0762217	0.6708948	0.3499598	0.1105478	0.3905628	0.055552	0.5740341	0.4393852	0.2250266	0.6271672	0.1317351	0.2861257	0.7101857
net4_cond96	0.4458977	0.4664001	0.7001003	0.3624366	0.4008958	0.0547199	0.4024233	0.5374742	0.5273061	0.0750427	0.1963169	0.2688109	0.5153982	0.0611392	0.1922229	0.0362205	0.3980507	0.3172257	0.0320876	0.0477238	0.2935777	0.0630578	0.3114145	0.050885	0.6219386	0.3587306	0.5801336	0.3916805	0.6657171	0.0516747	0.5924504	0.4793241	0.4050214	0.2642562	0.7177677	0.285262	0.6526071	0.5531088	0.4688966	0.6387712	0.7504279	0.1476918	0.687897	0.4414364	0.6045644	0.360452	0.5558855	0.3874384	0.5506125	0.3224311	0.671684	0.3329952	0.7036565	0.5122366	0.091439	0.0396346	0.3947334	0.2761611	0.0851968	0.5132837	0.5821397	0.4458171	0.4098694	0.3507318	0.5906583	0.0003831	0.00436	0.2999187	0.5844114	0.3794553	0.3117171	0.055232	0.5520185	0.8458882	0.0088783	0.1856754	0.1052693	0.3565232	0.5395385	0.4802932	0.5509959	0.1753377	0.4314145	0.5107285	0.367612	0.4189242	0.5150667	0.2377801	0.6370843	0.0135005	0.117367	0.5958476	0.0244708	0.7172539	0.4454694	0.489464	0.4584819	0.3579449	0.64629	0.2136413
net4_cond97	0.1647137	0.1958158	0.2781355	0.3877535	0.4282022	0.1717977	0.4458992	0.3543437	0.6909341	0.4599456	0.0300342	0.1641598	0.2729345	0.2950187	0.4018328	0.0766529	0.2945117	0.1246556	0.5056298	0.007682	0.4946978	0.5788889	0.2688571	0.5129023	0.4256077	0.2900909	0.6430351	0.0003646	0.4617527	0.069832	0.6041537	0.4689558	0.0374365	0.5012396	0.3650704	0.218271	0.2593669	0.6280588	0.3797451	0.2563825	0.6514589	0.4392945	0.524856	0.2415782	0.4306875	0.087056	0.3519019	0.5564854	0.6724028	0.5690177	0.6027728	0.5952865	0.5257206	0.1426519	0.6656158	0.068814	0.4348553	0.0712535	0.2247366	0.6476243	0.0124244	0.4247257	0.2813212	0.0100495	0.6369368	0.0060145	0.0281623	0.1798397	0.3944199	0.4251717	0.1758979	0.4383113	0.2473792	0.2959342	0.212763	0.39654	0.003003	0.5317862	0.0431984	0.5763154	0.0594183	0.1455902	0.3854294	0.1092546	0.1647612	0.2957546	0.6047884	0.028337	0.1773072	0.3802363	0.0019266	0.2495435	0.4506714	0.6056904	0.2634799	0.3085834	0.6868879	0.2039907	0.4595073	0.5965977
net4_cond98	0.101457	0.3505172	0.4768748	0.298248	0.1778761	0.2968094	0.4070225	0.1818902	0.4854248	0.2678062	0.0907879	0.0263708	0.426623	0.5759283	0.5195173	0.0820247	0.1891828	0.2303475	0.3460973	0.0232007	0.3956999	0.1898886	0.1056323	0.3734317	0.3807168	0.2136875	0.4658005	0.3764976	0.3256469	0.3942613	0.6426079	0.241254	0.3094079	0.6167169	0.5665848	0.2566226	0.6797698	0.3892373	0.5610966	0.3851315	0.629113	0.6303607	0.5699546	0.541842	0.7873421	0.1186793	0.3752202	0.0278848	0.594662	0.2981917	0.2086242	0.2686184	0.5663362	0.4149299	0.5550605	0.1588586	0.1346774	0.0942946	0.5869301	0.7496516	0.2925534	0.3524259	0.1810731	0.4389646	0.5666483	0.0022033	0.0288168	0.0789602	0.2596773	0.4286604	0.2275581	0.2018826	0.0217919	0.1488986	0.1690723	0.5412618	0.0038529	0.3267504	0.2473123	0.7581357	0.4363595	0.4350638	0.2528556	0.3128366	0.0006317	0.4396834	0.395618	0.0539184	0.5524506	0.3327024	0.3208293	0.1530484	0.083455	0.2463653	0.2046221	0.4528136	0.547638	0.3411442	0.5953318	0.6972631
net4_cond99	0.5126137	0.6768375	0.3262775	0.332487	0.2434406	0.1758232	0.3836592	0.355885	0.6434132	0.0628318	0.368718	0.1705801	0.318005	0.6013378	0.4741051	0.0096333	0.2689708	0.0898587	0.1989482	0.0916038	0.3330881	0.0861504	0.0049114	0.255754	0.7581747	0.4519085	0.6575642	0.4404114	0.3634268	0.0454928	0.4508572	0.2574587	0.2395748	0.7029521	0.3479022	0.2324841	0.3577513	0.6716764	0.5244175	0.4763826	0.6338029	0.343605	0.6430055	0.3254081	0.6835913	0.1963385	0.571943	0.2078747	0.5988789	0.4822464	0.5540534	0.6470046	0.6326935	0.6030026	0.2238632	0.2190018	0.3038286	0.0364196	0.249584	0.6379433	0.2438443	0.4975052	0.2987147	0.4462519	0.7369841	0.0090748	0.1583998	0.1668751	0.5748959	0.4562852	0.2334751	0.5254912	0.0007305	0.2332315	0.1316811	0.2677408	0.0090245	0.4987856	0.3360695	0.5758198	0.471286	0.4051585	0.2621465	0.3403187	0.0250865	0.4224323	0.5775871	0.0534681	0.5875086	0.1539674	0.1522113	0.3913194	0.100542	0.4984954	0.1574841	0.0614049	0.7373833	0.1604953	0.6441026	0.2447072
net4_cond100	0.3297421	0.6013374	0.5712575	0.3843921	0.3509977	0.0676799	0.5184567	0.4354665	0.5289644	0.4575594	0.0285726	0.6064646	0.2083277	0.3781089	0.2634648	0.2066133	0.203191	0.0005082	0.1646156	0.0569132	0.3079831	0.2866701	0.3712707	0.1431146	0.4464051	0.3470523	0.4471543	0.2252906	0.393454	0.0235555	0.5588317	0.1903148	0.2409618	0.5559583	0.4670654	0.2840721	0.5849754	0.4130812	0.6282012	0.2217124	0.658568	0.493239	0.5938035	0.4343553	0.7444866	0.0645579	0.5283021	0.4728986	0.6643922	0.3928648	0.6471332	0.4090316	0.6159821	0.3760999	0.3278608	0.1455584	0.477678	0.0460943	0.2067049	0.5470634	0.6030645	0.3207079	0.1968035	0.3265668	0.6157347	0.3582617	0.0004064	0.3863102	0.2693362	0.7552483	0.1847885	0.6185237	0.2042442	0.5926177	0.1894084	0.1098865	0.0183367	0.3856243	0.0486032	0.268291	0.279737	0.1835931	0.6249281	0.5763423	0.1324043	0.176109	0.6089038	0.020303	0.6716029	0.2899632	0.1606348	0.4414679	0.0047862	0.5952175	0.2074838	0.0975172	0.5447741	0.0896581	0.6996189	0.6589717
net5_cond1	0.001621	0.336991	0.1078531	0.0334319	0.0747753	0.2426885	0.0671145	0.0720961	0.5596602	0.3538322	0.3508948	0.0858288	0.0269522	0.4761573	0.0814466	0.2274779	0.5664004	0.4023161	0.6036526	0.0644966	0.0453894	0.4028313	3.02e-05	0.6167872	0.5271738	0.044456	0.4461638	0.0036625	0.7093012	0.6517339	0.0062153	0.2816501	0.5596388	0.2519916	0.1606366	0.2943702	0.1403201	0.4702428	0.2248746	0.4716043	0.6074326	0.642515	0.5448374	0.5347543	0.0440371	0.3598673	0.0573862	0.5632835	0.436038	0.245034	0.0096069	0.6705978	0.1899617	0.4756283	0.2938695	0.1741512	0.5392895	0.5309955	0.1204103	0.1217356	0.1163151	0.1697451	0.3036982	0.0253527	0.3253529	0.0006607	0.6959833	0.1902392	0.4790778	0.4752619	0.6606868	0.3767447	0.3494498	0.049128	0.5363976	0.5970333	0.4044692	0.0979007	0.4875373	0.1877955	0.4899146	0.0009127	0.3946778	0.4586972	0.0338016	0.3759166	0.2433389	0.2279286	0.541523	0.1262568	0.2023943	0.402997	0.1769896	0.2145888	0.4879857	0.2892064	0.5210142	0.5563122	0.5546516	0.0610266
net5_cond2	0.0001941	0.5526794	0.2786224	0.1174342	0.4836403	0.0037565	0.323593	0.133937	0.436235	0.4389744	0.3663634	0.5244335	0.0164065	0.6095746	0.0036813	0.0360692	0.36292	0.0718219	0.2634717	0.069064	0.075846	0.0173414	0.1233904	0.6828681	0.2206751	0.0449385	0.5370507	0.0138351	0.5761181	0.6812687	0.0500237	0.5840172	0.7982046	0.24785	0.1523232	0.4688763	0.034465	0.5472781	0.0461248	0.3629661	0.5445497	0.7203469	0.5833801	0.2914028	0.0431953	0.6691506	0.2606712	0.0647481	0.3350272	0.2966729	0.0634433	0.6688269	0.3211538	0.6380535	0.5692666	0.0001025	0.6460002	0.3526413	0.0014627	0.1802926	0.2485089	0.3364474	0.5245277	0.000482	0.6856491	0.0532232	0.6208352	0.2550648	0.5641799	0.3058371	0.5753521	0.5277095	0.639605	0.0768898	0.4905584	0.6120775	0.0119716	0.3025649	0.0626618	0.1459454	0.7785194	0.1964926	0.4772413	0.2855083	0.0510962	0.1872688	0.4388821	0.1259857	0.4928094	0.3855008	0.0619348	0.3306114	0.3813951	0.2243491	0.2847179	0.3582199	0.3942839	0.5471796	0.4859929	0.0222883
net5_cond3	0.0003059	0.5584165	0.4692727	0.3039486	0.3117542	0.0065733	0.0114576	0.3107709	0.1892252	0.4712394	0.2410908	0.2811289	0.0222262	0.5517997	0.0062558	0.3114966	0.6380055	0.3431205	0.6215356	0.2096285	0.0468484	0.2634709	0.0007723	0.5930538	0.0032071	0.066372	0.4059894	0.0258031	0.6701707	0.6342427	0.2014943	0.0257936	0.3601058	0.1421669	0.2453603	0.1299721	0.0025226	0.2764949	0.3755637	0.2776305	0.4249437	0.7064215	0.6354745	0.5635148	0.0411644	0.3593991	0.3620532	0.0003198	0.6982399	0.2215696	0.6089864	0.5727064	0.4246625	0.5444508	0.4387361	0.0020576	0.1830955	0.5243769	0.0045362	0.0569141	0.3118186	0.2308184	0.6154167	0.0113164	0.506158	0.0346974	0.2776149	0.0436098	0.5725637	0.1562184	0.1579827	0.2236004	0.4435171	0.0106158	0.488522	0.4894408	0.2995626	0.1619079	0.3349164	0.5303508	0.744548	0.508627	0.2913579	0.5214748	0.0023312	0.3228697	0.2804067	0.6544434	0.5052696	0.5373654	0.0789777	0.5916881	0.617041	0.4485989	0.5230632	0.5696128	0.0001605	0.6202464	0.4959434	0.0525917
net5_cond4	0.0002191	0.5932441	0.1972957	0.2295826	0.2787654	0.0118147	0.0049643	0.2588689	0.2414809	0.341544	0.1343163	0.6593066	0.1117262	0.5665808	0.0307549	0.3448295	0.6813156	0.3409898	0.6127074	0.1692122	0.0804177	0.3165376	0.3048886	0.4123266	0.0036716	0.0739227	0.2065004	0.0128103	0.6883446	0.6859195	0.1061195	0.7168921	0.4952464	0.1938551	0.3290207	0.6699153	0.0562461	0.5536988	0.1988467	0.3417815	0.330663	0.2651499	0.6524011	0.299483	0.0040298	0.4332648	0.5170224	0.0025712	0.3423965	0.2494887	0.1378538	0.3139685	0.3171521	0.7664607	0.2991978	0.0007518	0.5545528	0.5265384	0.0202645	0.2129237	0.3440909	0.0696155	0.367989	0.0422124	0.3728148	0.0003449	0.6535512	0.3255241	0.4308411	0.42688	0.334236	0.4805772	0.6398325	0.0374444	0.4516059	0.6267158	0.181228	0.2926881	0.4540586	0.1232576	0.8295405	0.3580688	0.6885563	0.4639654	0.0909883	0.4644137	0.3891396	0.6478661	0.5369057	0.3815128	0.1432836	0.1979111	0.516759	0.2031991	0.3675606	0.3286026	0.0393128	0.3193939	0.5729523	0.0501878
net5_cond5	0.1053232	0.4295724	0.0781203	0.3528688	0.2550642	0.3861065	0.1492659	0.2599731	0.6049559	0.4615925	0.4475273	0.3223904	0.1122144	0.571071	0.0696824	0.0614048	0.6444685	0.1614277	0.5467062	0.5255504	0.0621037	0.2480556	0.1693685	0.6179929	0.0749412	0.0059801	0.3251199	0.0919749	0.6189353	0.6927572	0.0090436	0.2985974	0.7195851	0.1880648	0.351955	0.2437266	0.1348697	0.4733681	0.4840124	0.265134	0.2586365	0.6581443	0.5687189	0.2488922	0.0014269	0.7773434	0.6405677	0.0012294	0.6312729	0.3001571	0.1051433	0.4364269	0.1944629	0.4301678	0.4444347	0.0572868	0.6674901	0.1563422	0.0117896	0.2891726	0.4043129	0.293665	0.0107258	0.5237077	0.6317124	0.0016013	0.7683491	0.3391003	0.4281479	0.374911	0.5345487	0.5618057	0.3488747	0.0283704	0.4326934	0.6942086	0.1185668	0.503171	0.2127722	0.3984295	0.6795806	0.2135185	0.4915436	0.2951055	0.0058108	0.6614376	0.2905538	0.2356766	0.4176691	0.380867	0.0769568	0.6706302	0.0903955	0.1426581	0.4840262	0.3134556	0.2226781	0.6903863	0.4643301	0.0613077
net5_cond6	0.0048731	0.5058174	0.251347	0.2406219	0.023788	0.1477146	0.3558817	0.2983732	0.494136	0.4703611	0.1974807	0.1837975	0.1179427	0.5182967	0.0585277	0.230541	0.346503	0.0184654	0.8212448	0.1670018	0.0254815	0.1023931	2.61e-05	0.7714872	0.3938329	0.2511021	0.1960051	0.0950439	0.677145	0.6444529	0.1950134	0.4157698	0.6033116	0.1342419	0.2045748	0.2284105	0.0746935	0.4452205	0.1608819	0.0852087	0.2239309	0.726467	0.5238283	0.4352417	0.0081975	0.2020166	0.3441991	0.0048668	0.5918098	0.1263944	0.1922276	0.6239745	0.1911588	0.4679129	0.4917661	0.072565	0.4570915	0.3098362	0.020289	0.3085864	0.4300072	0.5344108	0.6501014	0.2513304	0.5789941	0.0838398	0.6967462	0.1983447	0.4485272	0.4075359	0.2343631	0.2971794	0.5008357	0.0494747	0.4119836	0.604518	0.0193883	0.1514541	0.4404504	0.1901919	0.6362307	0.1871627	0.633465	0.4202689	0.0688374	0.3562535	0.3625837	0.4359405	0.4781738	0.3412221	0.0636096	0.7232328	0.2756086	0.3237182	0.7092215	0.4201273	0.255472	0.5121723	0.4048653	0.0588326
net5_cond7	0.0005944	0.3158903	0.3257224	0.5967866	0.4112684	0.0254248	0.2792924	0.2829451	0.2410817	0.5425424	0.2150955	0.3136429	0.0569668	0.5163262	0.0035723	0.0315666	0.4719796	0.0942961	0.683773	0.3525418	0.0314991	0.113688	0.0039566	0.6602477	0.0558963	0.1565442	0.3743524	0.6490899	0.7012279	0.7220263	0.3403759	0.0684589	0.6834123	0.0586017	0.1681777	0.5249459	0.0001107	0.2465422	0.3642483	0.3556712	0.3058505	0.7913999	0.73905	0.5163854	0.0026565	0.3168856	0.3614752	0.0004189	0.5231283	0.1797086	0.5057732	0.6302473	0.4684843	0.6489807	0.5089874	0.0268409	0.4809478	0.7467186	0.0988211	0.2420176	0.2780745	0.3453438	0.5735273	0.0854073	0.2919563	0.0156255	0.6947546	0.2313332	0.6169128	0.0696466	0.2345966	0.3526328	0.2617499	0.0394532	0.5508936	0.6224289	0.044847	0.5448451	0.1667523	0.6415833	0.5967518	0.5379946	0.5891689	0.489513	0.0638684	0.3769684	0.3610839	0.4073257	0.509296	0.2697749	0.5909081	0.4049397	0.329664	0.4089186	0.5214817	0.3777042	0.0515247	0.5316335	0.1388158	0.0002682
net5_cond8	0.0002581	0.4290841	0.2149055	0.5797563	0.6212479	0.1973689	0.0666221	0.3674832	0.0797653	0.5186666	0.2361122	0.6022191	0.007386	0.6548531	0.0956833	0.0359342	0.6199222	0.2871571	0.6167701	0.1944033	0.0306114	0.6211058	0.0006488	0.6998525	0.363835	0.259259	0.504752	0.0870817	0.6328706	0.5362828	0.5149525	0.4006417	0.7027563	0.2537388	0.2853011	0.1979591	0.0368959	0.6370302	0.1747011	0.4410768	0.1946835	0.6283043	0.5938807	0.3604954	0.0012631	0.4641433	0.3551189	0.0002261	0.5671438	0.5000141	0.2416284	0.65068	0.374974	0.5707098	0.6298038	0.005551	0.5010937	0.4557528	0.0896528	0.5273278	0.3765942	0.4137949	0.531662	0.3953448	0.5612605	0.0826324	0.5529232	0.3483818	0.5830486	0.0574355	0.3215476	0.2931998	0.6869581	0.0351049	0.5567061	0.5956437	0.7781727	0.1281304	0.3493731	0.1917362	0.1856175	0.481454	0.5799022	0.6776715	0.0466417	0.5621296	0.1848964	0.4631796	0.5603234	0.3801611	0.0694047	0.4062702	0.3977365	0.2442101	0.3667405	0.2900263	0.608198	0.4806002	0.3583023	0.0048207
net5_cond9	0.294902	0.4082562	0.2497274	0.5451326	0.1787347	0.0004367	0.1854997	0.3552347	0.4052706	0.4286059	0.3859052	0.1761125	0.0091379	0.6149709	3.9e-05	0.0538392	0.6926085	0.2077081	0.6174104	0.1768865	0.0640538	0.6125225	0.0001463	0.5216456	0.3038088	0.292262	0.1172161	0.1002837	0.6585821	0.7138522	0.5323097	0.3734494	0.6359056	0.1132926	0.1740666	0.253863	0.0454749	0.528799	0.3426329	0.3208147	0.0420088	0.6677761	0.6919014	0.5692571	0.0492391	0.3036962	0.4052611	0.0025808	0.5139969	0.4235074	0.2745022	0.7481463	0.2896679	0.4683014	0.4432439	0.0236996	0.5105222	0.4488002	0.1452597	0.5409812	0.3310291	0.6314186	0.6008937	0.2210907	0.5493363	0.1871675	0.6042574	0.1855659	0.5044634	0.274161	0.2354163	0.4241347	0.4316317	0.0322446	0.6201027	0.4078954	0.021745	0.1355952	0.0773485	0.1133388	0.7066505	0.3308428	0.3947295	0.5483083	0.0578604	0.5241776	0.2974258	0.5677906	0.6052059	0.2760539	0.0216157	0.2535062	0.140861	0.3231452	0.4985215	0.3546126	0.6610556	0.5085997	0.4953628	0.0225867
net5_cond10	0.0328207	0.3439009	0.2823007	0.3268041	0.288043	0.0074002	0.0438578	0.2974843	0.3869345	0.580884	0.1582892	0.4972925	0.0427427	0.6916479	0.0034564	0.0327987	0.6030383	0.26214	0.2681281	0.284631	0.0484166	0.5882457	3e-07	0.5446985	0.0001049	0.3032346	0.2251292	0.0957046	0.7146881	0.5087139	0.2931013	0.4508215	0.6534767	0.1372659	0.1294611	0.2053124	0.000333	0.5628068	0.246376	0.2572704	0.1530479	0.5066907	0.6365374	0.4131065	0.0105649	0.67706	0.3769785	0.0035271	0.6657053	0.3001475	0.2740233	0.6347764	0.397106	0.5841411	0.5721942	0.0016421	0.6385985	0.4627885	0.0090794	0.1510029	0.1232202	0.5681993	0.5707173	0.0012978	0.6680356	0.0003958	0.5728436	0.3115286	0.6601453	0.3067258	0.3869283	0.327239	0.4878759	0.0106686	0.7373109	0.4154099	0.0592509	0.0548949	0.2965525	0.2326443	0.7462095	0.3517559	0.723151	0.4213328	0.0019658	0.5203322	0.3051851	0.3779326	0.5411852	0.4517542	0.0793729	0.6284052	0.3508899	0.3401492	0.4592941	0.325581	0.0867732	0.61584	0.2334201	0.0001329
net5_cond11	0.1449899	0.2754613	0.1237055	0.3347329	0.4940585	0.0057682	0.2030162	0.2831623	0.2066161	0.426224	0.2682552	0.5095649	0.0135435	0.5643134	0.0053811	0.0532638	0.6162556	0.1911882	0.3729172	0.1517548	0.0290366	0.3197903	0.0463399	0.7366214	0.0963887	0.3161828	0.4820228	0.1442303	0.6827207	0.5624932	0.4746218	0.3043959	0.3817325	0.2066552	0.2251004	0.471573	0.0024644	0.2002312	0.0702562	0.2124771	0.1782257	0.6475644	0.6203539	0.3069708	0.0254313	0.3951269	0.2269742	0.0001505	0.3754138	0.0598908	0.5302204	0.6834843	0.4771342	0.6537575	0.5661593	0.0505998	0.3982991	0.513601	0.054774	0.1239111	0.2824945	0.2402941	0.6319158	0.0004941	0.5974993	0.2684597	0.4158251	0.0304253	0.4660988	0.2615332	0.1882261	0.7034951	0.70953	0.0523586	0.4911092	0.3326426	0.1432689	0.1804087	0.2873897	0.6805568	0.6524819	0.4674804	0.5001647	0.6147669	0.0059508	0.3549115	0.5252797	0.460325	0.5639227	0.3387635	0.0037481	0.5625638	0.4951992	0.3080512	0.4188186	0.3891822	0.4179272	0.440818	0.6355146	0.0568926
net5_cond12	0.0090451	0.4408321	0.1553771	0.2633443	0.4487979	0.0032629	0.0211741	0.095992	0.3532704	0.4282798	0.2496317	0.2076916	0.0271382	0.6270217	0.0120245	0.1737265	0.5890555	0.1413171	0.6031977	0.1118974	0.0121376	0.4329219	0.0004355	0.6949402	0.1059089	0.1170936	0.4349838	0.0166046	0.6235124	0.6967587	0.1434721	0.1287741	0.6157756	0.5481121	0.1790056	0.0185951	0.0640024	0.4068309	0.0592727	0.5670906	0.1838926	0.7108774	0.6702164	0.6689063	0.0041132	0.4077598	0.3053826	9.14e-05	0.4314684	0.3095575	0.2665459	0.6863073	0.2192999	0.466006	0.53675	0.3201852	0.1023723	0.6558421	0.1004675	0.0502603	0.5008454	0.5209214	0.6930557	3.1e-05	0.6382155	0.0004893	0.6330592	0.3428797	0.4864941	0.2569746	0.4552504	0.5896897	0.5556611	0.0163503	0.5832298	0.5194293	0.3576776	0.3178899	0.3939086	0.0926715	0.1009349	0.340335	0.5572723	0.4983266	0.0032275	0.5126152	0.2592416	0.3330056	0.5814168	0.4248865	0.2299847	0.4719359	0.1853692	0.2322072	0.5782882	0.4870708	0.5730784	0.6385326	0.2821633	0.0965131
net5_cond13	0.0815395	0.1317106	0.2836242	0.5070994	0.0145314	0.0538424	0.0994464	0.5365903	0.3177612	0.4428378	0.2948857	0.2998832	0.0081377	0.4536924	0.0673184	0.0788691	0.7262922	0.2052173	0.5983248	0.3516549	0.021974	0.4067976	0.2344715	0.7208415	1.1e-06	0.0502982	0.3452619	0.2842713	0.6403759	0.7256374	0.047249	0.3747324	0.7104813	0.3152919	0.4149776	0.0879628	0.0005221	0.660983	0.4983249	0.2899979	0.327477	0.3583274	0.3062601	0.4752041	0.0191556	0.5454378	0.7058514	0.0073546	0.6394719	0.3659513	0.2847083	0.6546449	0.2686212	0.6229431	0.5458758	0.1529596	0.5673329	0.3599481	0.0011378	0.3042837	0.2511686	0.4201965	0.4403216	0.0966082	0.2534804	0.3160153	0.6878475	0.3186455	0.5989867	0.221197	0.2687004	0.2898466	0.5610082	0.0095727	0.1225615	0.5301927	0.2923525	0.2600465	0.4086204	0.1118744	0.5546998	0.4383167	0.2672032	0.202222	0.0535726	0.19426	0.3736535	0.381886	0.628975	0.3273415	0.3665258	0.6713833	0.4218475	0.4830153	0.5098845	0.504333	0.4398354	0.3856619	0.1472095	0.0493546
net5_cond14	0.0003681	0.3693442	0.1021524	0.3357048	0.4853271	0.0013878	0.3750754	0.1575847	0.3391029	0.548335	0.2904509	0.1745117	0.2014038	0.5426352	0.0786459	0.0470412	0.3502578	0.1027119	0.6313986	0.11017	0.0384678	0.4410606	0.000157	0.579469	0.2095822	0.3161911	0.1903786	0.10253	0.6285123	0.7593777	0.193733	0.4453633	0.5698514	0.2844132	0.2911201	0.027008	6.74e-05	0.3728747	0.2155766	0.3887421	0.0151264	0.5579618	0.4900606	0.5163636	0.0188141	0.2526819	0.5696646	0.0011201	0.5311887	0.1263796	0.3627221	0.4800666	0.2732393	0.6031639	0.5280367	0.1065058	0.4867979	0.0415901	0.0524793	0.1727364	0.2723037	0.2799113	0.5065089	0.2554892	0.6841593	0.1674815	0.7409369	0.2876064	0.4155305	0.0482707	0.3677684	0.6017986	0.4176364	0.0406134	0.5098263	0.6457079	0.3753358	0.0126766	0.3172567	0.1514082	0.5385918	0.4283381	0.1736504	0.2009329	0.0038325	0.5758479	0.573963	0.4517391	0.4669806	0.466429	0.1460451	0.5615818	0.3144195	0.1495521	0.5552177	0.5115706	0.5131361	0.4857131	0.3370187	0.0068768
net5_cond15	0.0002164	0.2648998	0.3506718	0.7214458	0.093213	0.0608869	0.3552934	0.3401156	0.308376	0.4911406	0.2414861	0.451333	0.1445798	0.5170585	0.0033031	0.0510166	0.431928	0.116655	0.5719836	0.2134941	0.0907644	6.85e-05	0.0023421	0.6421424	8.51e-05	0.5214588	0.0369138	0.3500811	0.6833979	0.7177962	0.3892995	0.3624576	0.7025387	0.2445807	0.20915	0.643246	0.0509625	0.4218451	0.2298034	0.5966483	0.3606637	0.6610209	0.6424844	0.4989658	0.0014501	0.307612	0.1011729	0.0011813	0.2223864	0.5457575	0.3193273	0.6499534	0.3113429	0.4670766	0.4130093	0.3456165	0.1319467	0.2583791	0.000313	0.2874503	0.4661882	0.4614889	0.6395071	0.0028433	0.6198231	0.0436828	0.6070485	0.084683	0.5432181	0.2415004	0.3121237	0.5405613	0.1421682	0.0525208	0.6886635	0.5015557	0.1295675	0.4228711	0.0511724	0.699149	0.2892204	0.3911129	0.6132532	0.319531	0.0588577	0.4618238	0.3725145	0.715173	0.4982158	0.1729835	0.3396971	0.278612	0.2658572	0.1202459	0.4583591	0.2864376	0.6878111	0.2142779	0.4114305	0.0035287
net5_cond16	0.1823676	0.2994284	0.2946682	0.2947971	0.5077223	0.0414341	0.2614812	0.4817332	0.0859493	0.40771	0.3230589	0.5201038	0.0807548	0.5705818	0.027265	0.1244658	0.6149356	0.1911552	0.4170844	0.3212595	0.030042	0.3907761	4.62e-05	0.5808866	0.0347809	0.353477	0.3729473	0.1745339	0.6538606	0.6933742	0.4678786	0.2249411	0.3598194	0.256269	0.2766948	0.1832401	0.0001414	0.3880073	0.424799	0.2060441	0.0474209	0.5548274	0.5376566	0.3803746	0.0463607	0.3838146	0.3838092	0.0026399	0.24122	0.3250965	0.5049758	0.4588399	0.4264291	0.6090462	0.4979043	0.2146608	0.3258342	0.6780835	0.0826551	0.2899576	0.4674988	0.3603006	0.6282612	0.1384443	0.5585749	0.3844191	0.6648981	0.2966438	0.668785	0.188053	0.2515795	0.212876	0.4502895	0.0139098	0.5761793	0.535989	0.1653579	0.4449811	0.1683983	0.6207849	0.6081383	0.4602286	0.4192903	0.4121877	0.0020111	0.5878527	0.3646035	0.4525121	0.4751534	0.4734344	0.0543678	0.4766657	0.2921513	0.3100656	0.5073116	0.2441433	0.2204953	0.524291	0.0071576	0.0571209
